Census Block,Month,Avg. Temperature,Type of Robbery,Probability
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
,,,,0.461538462
,,,,0.521367521
,,,,0
,,,,0.012820513
,,,,0.004273504
