Census Block,Month,Avg. Temperature,Type of Robbery,Probability
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0.00461361
,,,,0.116493656
,,,,0
,,,,0.878892734
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
