Census Block,Month,Avg. Temperature,Type of Robbery,Probability
2801001025,7,75,AGGRAVATED,0.315789474
2801001025,7,75,ARMED,0.078947368
2801001025,7,75,ATTEMPT,0.447368421
2801001025,7,75,STRONGARM - NO WEAPON,0.157894737
