year,business_type,business_name,address,has_tobacco_license,has_liquor_license,crime_type,#crimes,#arrests,#OnPremises
2004,a,1 EAST CORPORATION,1 E 14TH PL,0,0,ROBBERY,1,0,0
2007,a,"GALE UNLIMITED, INC.",1 E 14TH PL,0,0,THEFT,1,1,0
2002,a,"JDNK, INC.",1 E 14TH PL 1 #,0,0,THEFT,1,0,0
2002,a,"JDNK, INC.",1 E 14TH PL 1 #,0,0,THEFT,1,0,0
2007,c,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,1,0,BATTERY,1,1,0
2007,c,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,1,0,CRIMINAL TRESPASS,1,1,0
2007,c,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,1,0,THEFT,3,2,0
2004,c,N J CORPORATION,1 N DEARBORN ST,1,0,ASSAULT,2,2,0
2004,c,N J CORPORATION,1 N DEARBORN ST,1,0,BATTERY,1,1,0
2004,c,N J CORPORATION,1 N DEARBORN ST,1,0,THEFT,2,1,0
2005,c,N J CORPORATION,1 N DEARBORN ST,1,0,DECEPTIVE PRACTICE,1,0,0
2003,c,N J CORPORATION,1 N DEARBORN ST,1,0,THEFT,2,0,0
2006,c,SAGAR & NEEL CORPORATION,1 N DEARBORN ST  LOBBY,1,0,BATTERY,1,1,0
2005,c,Z S CHICAGO INC.,1 N DEARBORN ST 1,1,0,DECEPTIVE PRACTICE,1,0,0
2006,c,Z S CHICAGO INC.,1 N DEARBORN ST 1,1,0,BATTERY,1,1,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,BATTERY,1,0,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,NARCOTICS,2,2,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,ASSAULT,1,0,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,ROBBERY,1,0,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,"THE MOBILE PLACE, INC",1 N DEARBORN ST 1ST,1,0,THEFT,4,0,0
2015,c,AK MERCHANT CORP,1 N FRANKLIN ST,1,0,ASSAULT,3,0,0
2015,c,AK MERCHANT CORP,1 N FRANKLIN ST,1,0,BATTERY,1,0,0
2015,c,AK MERCHANT CORP,1 N FRANKLIN ST,1,0,THEFT,4,0,0
2015,c,AK MERCHANT CORP,1 N FRANKLIN ST,1,0,DECEPTIVE PRACTICE,1,0,0
2005,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,DECEPTIVE PRACTICE,1,0,0
2005,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,THEFT,1,0,0
2012,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,ASSAULT,1,0,0
2012,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,BATTERY,1,0,0
2012,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,THEFT,1,0,0
2004,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,ASSAULT,1,1,0
2004,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,BATTERY,1,1,0
2010,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,ROBBERY,1,0,0
2010,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,THEFT,3,0,0
2007,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,DECEPTIVE PRACTICE,2,0,0
2007,c,JAY'S LOBBY SHOP INC.,1 N FRANKLIN ST,1,0,THEFT,3,0,0
2004,c,VIJAY H & SHAKU V PATEL,1 N FRANKLIN ST 1ST,1,0,ASSAULT,1,1,0
2004,c,VIJAY H & SHAKU V PATEL,1 N FRANKLIN ST 1ST,1,0,BATTERY,1,1,0
2003,c,VIJAY H & SHAKU V PATEL,1 N FRANKLIN ST 1ST,1,0,THEFT,2,0,0
2017,c,SP&AN INC.,1 N FRANKLIN ST 1ST 150,1,0,DECEPTIVE PRACTICE,2,0,0
2017,c,SP&AN INC.,1 N FRANKLIN ST 1ST 150,1,0,THEFT,2,0,0
2017,c,SP&AN INC.,1 N FRANKLIN ST 1ST 150,1,0,ASSAULT,2,1,0
2006,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,BATTERY,1,1,0
2005,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,DECEPTIVE PRACTICE,1,0,0
2003,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,THEFT,1,0,0
2002,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,OTHER OFFENSE,1,0,0
2002,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,PUBLIC PEACE VIOLATION,1,0,0
2002,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,THEFT,7,1,0
2002,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,CRIMINAL DAMAGE,1,0,0
2004,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,ASSAULT,2,2,0
2004,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,BATTERY,1,1,0
2004,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,THEFT,2,1,0
2007,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,DECEPTIVE PRACTICE,2,1,0
2007,c,GIRDHAR CORPORATION,1 N LA SALLE ST,1,0,THEFT,5,2,0
2007,c,SAGAR & NEEL CORPORATION,1 N LA SALLE ST  LOBBY,1,0,DECEPTIVE PRACTICE,2,1,0
2007,c,SAGAR & NEEL CORPORATION,1 N LA SALLE ST  LOBBY,1,0,THEFT,5,2,0
2014,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,OTHER OFFENSE,1,0,0
2014,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,THEFT,1,0,0
2010,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,ASSAULT,1,0,0
2010,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,ROBBERY,1,0,0
2010,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,THEFT,4,0,0
2010,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,NARCOTICS,2,2,0
2012,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,ASSAULT,1,0,0
2012,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,BATTERY,3,1,0
2012,c,DEEPA MANAGEMENT ONE CORPORATION,1 N LA SALLE ST 1ST,1,0,THEFT,3,0,0
2016,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,CRIMINAL DAMAGE,2,0,0
2016,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,ASSAULT,1,0,0
2016,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,BATTERY,3,1,0
2016,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,THEFT,2,1,0
2016,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,ROBBERY,2,0,0
2014,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,OTHER OFFENSE,1,0,0
2014,c,HASS ENTERPRISE INC.,1 N LA SALLE ST 1ST 110,1,0,THEFT,1,0,0
2004,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,MOTOR VEHICLE THEFT,1,0,0
2004,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,THEFT,1,0,0
2003,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,PUBLIC PEACE VIOLATION,1,0,0
2003,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,THEFT,1,0,0
2013,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,THEFT,1,0,0
2009,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,HOMICIDE,1,0,0
2017,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,DECEPTIVE PRACTICE,1,0,0
2015,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,OTHER OFFENSE,1,1,0
2013,b,THE SALVATION ARMY,1 N OGDEN AVE 1ST #,0,0,THEFT,1,0,0
2016,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,BATTERY,1,0,0
2016,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,ROBBERY,1,0,0
2014,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2014,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,THEFT,1,0,0
2012,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,ASSAULT,1,0,0
2012,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,BATTERY,1,0,0
2012,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,THEFT,1,0,0
2018,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2018,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,OTHER OFFENSE,2,0,0
2018,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,BATTERY,2,0,0
2018,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,THEFT,1,0,0
2010,c,"MUNCHIES, INC.",1 N WACKER DR GROUND LOBBY,1,0,THEFT,2,0,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,ASSAULT,2,2,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,BATTERY,1,1,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,THEFT,2,1,0
2003,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,THEFT,2,0,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,ASSAULT,2,2,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,BATTERY,1,1,0
2004,c,PLAZA TWO CORP.,1 S CLARK ST  1ST,1,0,THEFT,2,1,0
2007,c,RITAMOM & KRUPASHISH COMPANY,1 S DEARBORN ST  105,1,0,DECEPTIVE PRACTICE,1,1,0
2007,c,RITAMOM & KRUPASHISH COMPANY,1 S DEARBORN ST  105,1,0,THEFT,5,2,0
2012,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,ASSAULT,1,0,0
2012,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,BATTERY,3,1,0
2012,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,THEFT,3,0,0
2016,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,ASSAULT,1,0,0
2016,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,BATTERY,3,1,0
2016,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,THEFT,2,1,0
2016,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,ROBBERY,2,1,0
2014,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,OTHER OFFENSE,1,0,0
2014,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,THEFT,1,0,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,BATTERY,1,0,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,NARCOTICS,2,2,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,ASSAULT,1,0,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,ROBBERY,1,0,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,"PARI, INC.",1 S DEARBORN ST 1ST,1,0,THEFT,4,0,0
2014,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,DECEPTIVE PRACTICE,3,0,0
2014,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,OTHER OFFENSE,2,0,0
2014,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,THEFT,1,0,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,LIQUOR LAW VIOLATION,1,1,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,BATTERY,2,0,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,DECEPTIVE PRACTICE,2,0,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,ASSAULT,1,0,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,OTHER OFFENSE,2,0,0
2018,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,THEFT,3,0,0
2016,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,CRIMINAL DAMAGE,1,0,0
2016,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,ASSAULT,1,0,0
2016,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,BATTERY,4,1,0
2016,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,THEFT,3,1,0
2016,a,TARGET CORPORATION,1 S STATE ST 1&2,0,0,ROBBERY,2,1,0
2004,c,G P ANTONS RESTAURANT INC,1 S WACKER DR,1,0,ASSAULT,1,1,0
2004,c,G P ANTONS RESTAURANT INC,1 S WACKER DR,1,0,BATTERY,1,1,0
2003,c,G P ANTONS RESTAURANT INC,1 S WACKER DR,1,0,THEFT,2,0,0
2016,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,BATTERY,1,0,0
2016,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,ROBBERY,1,0,0
2005,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,1,0,0
2012,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,ASSAULT,1,0,0
2012,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,BATTERY,1,0,0
2012,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,1,0,0
2018,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2018,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,OTHER OFFENSE,2,0,0
2018,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,BATTERY,2,0,0
2018,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,1,0,0
2014,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2014,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,1,0,0
2004,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,ASSAULT,1,1,0
2004,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,BATTERY,1,1,0
2010,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,2,0,0
2003,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,2,0,0
2007,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,DECEPTIVE PRACTICE,2,0,0
2007,c,"MID-CITY CARDS & GIFTS, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,2,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",1 S WACKER DR 1 LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",1 S WACKER DR 1 LOBBY,1,0,OTHER OFFENSE,2,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",1 S WACKER DR 1 LOBBY,1,0,BATTERY,2,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",1 S WACKER DR 1 LOBBY,1,0,THEFT,1,0,0
2001,c,"A & B TOBACCO,  INC.",1 S WACKER DR 1ST,1,0,THEFT,1,0,0
2005,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,BATTERY,1,0,0
2006,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,CRIMINAL TRESPASS,1,1,0
2006,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,THEFT,2,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,ASSAULT,1,0,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,BATTERY,1,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,THEFT,3,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,NARCOTICS,1,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,ROBBERY,2,0,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,BATTERY,1,1,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,CRIMINAL TRESPASS,1,1,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR,1,0,THEFT,3,2,0
2004,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,ASSAULT,1,1,0
2004,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,BATTERY,1,1,0
2004,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,CRIMINAL TRESPASS,1,1,0
2004,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,THEFT,4,2,0
2003,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,ASSAULT,1,1,0
2003,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,BATTERY,2,1,0
2003,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,THEFT,2,0,0
2003,c,"TRAVEL TRADERS HOTEL STORES, INC.",1 W WACKER DR,1,0,CRIMINAL DAMAGE,1,0,0
2006,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,CRIMINAL TRESPASS,1,1,0
2006,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,THEFT,2,1,0
2005,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,BATTERY,1,0,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,BATTERY,1,1,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,CRIMINAL TRESPASS,1,1,0
2007,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,THEFT,3,2,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,ASSAULT,1,0,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,BATTERY,1,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,THEFT,3,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,NARCOTICS,1,1,0
2011,c,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,1,0,ROBBERY,2,0,0
2003,c,WH SMITH HOTEL SERVICES INC,1 W WACKER DR  LOBBY,1,0,ASSAULT,1,1,0
2003,c,WH SMITH HOTEL SERVICES INC,1 W WACKER DR  LOBBY,1,0,BATTERY,2,1,0
2003,c,WH SMITH HOTEL SERVICES INC,1 W WACKER DR  LOBBY,1,0,THEFT,2,0,0
2003,c,WH SMITH HOTEL SERVICES INC,1 W WACKER DR  LOBBY,1,0,CRIMINAL DAMAGE,1,0,0
2014,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,DECEPTIVE PRACTICE,2,0,0
2014,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,OTHER OFFENSE,1,0,0
2014,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,1,0,0
2004,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ASSAULT,2,2,0
2004,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,1,1,0
2004,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,2,1,0
2007,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,DECEPTIVE PRACTICE,2,1,0
2007,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,5,2,0
2003,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,2,0,0
2006,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,1,1,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,1,0,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,NARCOTICS,2,2,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ASSAULT,1,0,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ROBBERY,1,0,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,PUBLIC PEACE VIOLATION,2,0,0
2010,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,4,0,0
2016,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,CRIMINAL DAMAGE,1,0,0
2016,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ASSAULT,1,0,0
2016,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,3,1,0
2016,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,2,1,0
2016,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ROBBERY,2,1,0
2002,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,OTHER OFFENSE,1,0,0
2002,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,CRIMINAL TRESPASS,1,1,0
2002,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,8,1,0
2002,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,CRIMINAL DAMAGE,1,0,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,LIQUOR LAW VIOLATION,1,1,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,3,0,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,DECEPTIVE PRACTICE,2,0,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ASSAULT,1,0,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,OTHER OFFENSE,2,0,0
2018,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,4,0,0
2003,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,2,0,0
2012,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,ASSAULT,1,0,0
2012,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,BATTERY,3,1,0
2012,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,THEFT,3,0,0
2005,c,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,0,1,DECEPTIVE PRACTICE,1,0,0
2006,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,BATTERY,1,1,0
2003,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,THEFT,1,0,0
2005,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,DECEPTIVE PRACTICE,1,0,0
2007,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,DECEPTIVE PRACTICE,2,1,0
2007,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,THEFT,5,2,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,ASSAULT,2,2,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,BATTERY,1,1,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,THEFT,2,1,0
2010,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,ASSAULT,1,0,0
2010,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,ROBBERY,1,0,0
2010,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,THEFT,4,0,0
